reactome_id	name	snps
R-HSA-9032845	Activated NTRK2 signals through CDK5	rs6265
R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	rs10748128, rs6265
R-HSA-9032500	Activated NTRK2 signals through FYN	rs4764043, rs4764039, rs6265, rs13088462, rs2160519
R-HSA-9028335	Activated NTRK2 signals through PI3K	rs3805236, rs6265
R-HSA-9026527	Activated NTRK2 signals through PLCG1	rs6265
R-HSA-9026519	Activated NTRK2 signals through RAS	rs6265
R-HSA-9603381	Activated NTRK3 signals through PI3K	rs9806762, rs7578326, rs2943641
R-HSA-9034793	Activated NTRK3 signals through PLCG1	rs9806762
R-HSA-9034864	Activated NTRK3 signals through RAS	rs9806762
R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	rs13194491, rs4742269, rs6625163, rs2735839, rs5031002, rs5919432
R-HSA-399710	Activation of AMPA receptors	rs12658202
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	rs831571, rs16912145, rs1493682, rs2431697, rs9357155
R-HSA-111447	Activation of BAD and translocation to mitochondria	rs4132509, rs477895
R-HSA-111446	Activation of BIM and translocation to mitochondria	
R-HSA-139910	Activation of BMF and translocation to mitochondria	
R-HSA-211227	Activation of DNA fragmentation factor	rs10946808, rs11618202
R-HSA-1296041	Activation of G protein gated Potassium channels	rs291353, rs8079702, rs4640244, rs29232
R-HSA-1169091	Activation of NF-kappaB in B cells	rs831571, rs13017599, rs13031237, rs702873, rs7238078, rs1432295, rs7665090, rs9357155, rs8016947
R-HSA-111448	Activation of NOXA and translocation to mitochondria	
R-HSA-629602	Activation of Nicotinic Acetylcholine Receptors	rs950776, rs1051730, rs12914385, rs8042374
R-HSA-139915	Activation of PUMA and translocation to mitochondria	rs7610017, rs10937405, rs710521
R-HSA-1169092	Activation of RAS in B cells	rs8035957
R-HSA-187015	Activation of TRKA receptors	
R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	rs3846662, rs11868035, rs2645424
R-HSA-8866907	Activation of the TFAP2 (AP-2) family of transcription factors	rs987237, rs9923451, rs2859631
R-HSA-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	rs16892766, rs12580100, rs12420464, rs2280401
R-HSA-68962	Activation of the pre-replicative complex	rs837763, rs2277339, rs2069408, rs16991615, rs236114
R-HSA-1482798	Acyl chain remodeling of CL	rs2284063, rs6001027, rs738322
R-HSA-1482883	Acyl chain remodeling of DAG and TAG	
R-HSA-1482788	Acyl chain remodelling of PC	rs4664308, rs6001027, rs2285714, rs2284063, rs738322
R-HSA-1482839	Acyl chain remodelling of PE	rs4664308, rs6001027, rs1202199, rs2285714, rs2284063, rs738322
R-HSA-1482925	Acyl chain remodelling of PG	rs4664308, rs2285714
R-HSA-1482922	Acyl chain remodelling of PI	rs4664308, rs2285714
R-HSA-1482801	Acyl chain remodelling of PS	rs1902341, rs1202199, rs4664308, rs2285714
R-HSA-1462054	Alpha-defensins	
R-HSA-389599	Alpha-oxidation of phytanate	rs7590720
R-HSA-173736	Alternative complement activation	
R-HSA-375280	Amine ligand-binding receptors	rs869244, rs11214606, rs82625, rs3995090, rs2782980
R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	rs1493682, rs438034, rs11158493, rs4906172, rs1007738
R-HSA-193048	Androgen biosynthesis	rs17115100
R-HSA-351906	Apoptotic cleavage of cell adhesion  proteins	rs7236477, rs1941184, rs9929218
R-HSA-4608870	Asymmetric localization of PCP proteins	rs831571, rs9357155
R-HSA-3371568	Attenuation phase	
R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	rs831571, rs16912145, rs9357155
R-HSA-193634	Axonal growth inhibition (RHOA activation)	rs9652490
R-HSA-209563	Axonal growth stimulation	
R-HSA-9024909	BDNF activates NTRK2 (TRKB) signaling	rs6265
R-HSA-1461957	Beta defensins	rs3093023, rs3093024
R-HSA-389887	Beta-oxidation of pristanoyl-CoA	rs4849121, rs7578982, rs17483466
R-HSA-390247	Beta-oxidation of very long chain fatty acids	rs7374394
R-HSA-4411364	Binding of TCF/LEF:CTNNB1 to target gene promoters	rs10903122, rs956237, rs9642880, rs7903146, rs7901695
R-HSA-141333	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	rs3027409
R-HSA-9018676	Biosynthesis of D-series resolvins	
R-HSA-9026395	Biosynthesis of DHA-derived sulfido conjugates	
R-HSA-9025094	Biosynthesis of DPAn-3 SPMs	
R-HSA-9025106	Biosynthesis of DPAn-6 SPMs	
R-HSA-9023661	Biosynthesis of E-series 18(R)-resolvins	
R-HSA-9018896	Biosynthesis of E-series 18(S)-resolvins	
R-HSA-9020265	Biosynthesis of aspirin-triggered D-series resolvins	
R-HSA-9018682	Biosynthesis of maresins	rs2472304, rs4086116, rs10509680, rs2185570, rs1057910
R-HSA-9018681	Biosynthesis of protectins	rs2470893, rs2472304
R-HSA-352238	Breakdown of the nuclear lamina	
R-HSA-5218900	CASP8 activity is inhibited	rs2234978, rs13278062
R-HSA-389357	CD28 dependent PI3K/Akt signaling	rs4132509, rs9282641, rs17036350, rs6051520
R-HSA-389359	CD28 dependent Vav1 pathway	rs9282641, rs2084385
R-HSA-5607763	CLEC7A (Dectin-1) induces NFAT activation	rs2306677, rs2659546, rs999943
R-HSA-5660668	CLEC7A/inflammasome pathway	rs7665090, rs7238078
R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	rs1541160, rs910316, rs7581919, rs2297909, rs183211, rs2208059, rs199533, rs6583826, rs4714261
R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic	rs12138950, rs6001027, rs708224, rs4906172, rs738322, rs7570971, rs7112513, rs261902, rs10844154, rs17030613, rs2284063, rs7435, rs4954218
R-HSA-2024101	CS/DS degradation	rs337847, rs1064395, rs530501, rs310501
R-HSA-2025928	Calcineurin activates NFAT	rs2659546
R-HSA-419812	Calcitonin-like ligand receptors	
R-HSA-111933	Calmodulin induced events	rs13224682, rs263238, rs1127065, rs7798500, rs10491334, rs758642, rs3889237, rs2601828, rs2877716
R-HSA-901042	Calnexin/calreticulin cycle	
R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	rs242557, rs8070723
R-HSA-1222541	Cell redox homeostasis	
R-HSA-380287	Centrosome maturation	rs2236164, rs16861990, rs7798500, rs13224682, rs1007738, rs784411, rs2301436, rs4906172
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	rs1547014, rs738722
R-HSA-6807047	Cholesterol biosynthesis via desmosterol	
R-HSA-6807062	Cholesterol biosynthesis via lathosterol	
R-HSA-2022870	Chondroitin sulfate biosynthesis	rs1064395, rs310501
R-HSA-110331	Cleavage of the damaged purine	
R-HSA-110329	Cleavage of the damaged pyrimidine	
R-HSA-196783	Coenzyme A biosynthesis	rs11185790
R-HSA-2470946	Cohesin Loading onto Chromatin	rs990324
R-HSA-6799198	Complex I biogenesis	rs2039485, rs7142881
R-HSA-2514853	Condensation of Prometaphase Chromosomes	
R-HSA-2299718	Condensation of Prophase Chromosomes	rs2916733, rs1031381, rs17077154, rs13194491
R-HSA-159424	Conjugation of carboxylic acids	rs433598, rs9473582
R-HSA-5637810	Constitutive Signaling by EGFRvIII	rs3805236, rs11979158
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	rs3805236, rs11979158
R-HSA-2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants	rs2273061
R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	rs2597513, rs9642880, rs2273061, rs11984041, rs12423712
R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	rs2597513, rs9642880, rs2273061, rs11984041, rs12423712
R-HSA-2660826	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	rs2273061
R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	rs16912145
R-HSA-166786	Creation of C4 and C2 activators	rs11265260, rs2808630, rs12093699, rs2794520
R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	rs4821544, rs13236689
R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	rs2437258, rs831571, rs9357155
R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	rs2069408
R-HSA-69231	Cyclin D associated events in G1	rs3218097, rs2282978, rs11968166, rs1063192, rs1321311, rs10758669, rs445, rs11611647, rs10876993, rs4238010
R-HSA-69202	Cyclin E associated events during G1/S transition	rs831571, rs7158173, rs4800148, rs4132509, rs1321311, rs10876993, rs11082304, rs8102137, rs2069408, rs9642880, rs9357155, rs4369779
R-HSA-111461	Cytochrome c-mediated apoptotic response	rs2283792
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	rs831571, rs9357155
R-HSA-3359462	Defective AMN causes hereditary megaloblastic anemia 1	rs10508517, rs1801239, rs11254363, rs6602175
R-HSA-3371598	Defective BTD causes biotidinase deficiency	rs7651039
R-HSA-3359485	Defective CD320 causes methylmalonic aciduria	
R-HSA-3359463	Defective CUBN causes hereditary megaloblastic anemia 1	rs10508517, rs1801239, rs11254363, rs6602175
R-HSA-3359457	Defective GIF causes intrinsic factor deficiency	
R-HSA-3371599	Defective HLCS causes multiple carboxylase deficiency	rs10513789, rs7122539
R-HSA-3359458	Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF	
R-HSA-3359475	Defective MMAA causes methylmalonic aciduria type cblA	
R-HSA-3359471	Defective MMAB causes methylmalonic aciduria type cblB	rs7134594
R-HSA-3359474	Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC	
R-HSA-3359473	Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD	
R-HSA-3359469	Defective MTR causes methylmalonic aciduria and homocystinuria type cblG	
R-HSA-3359467	Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE	
R-HSA-3359478	Defective MUT causes methylmalonic aciduria mut type	
R-HSA-3359454	Defective TCN2 causes hereditary megaloblastic anemia	
R-HSA-916853	Degradation of GABA	
R-HSA-2022923	Dermatan sulfate biosynthesis	rs2500535, rs1064395, rs310501
R-HSA-69416	Dimerization of procaspase-8	rs2234978, rs13278062
R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	rs4132509, rs2439312
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	rs3219090, rs16912145, rs12423712, rs744910
R-HSA-2173788	Downregulation of TGF-beta receptor signaling	rs4939827, rs2302189, rs744910
R-HSA-5654687	Downstream signaling of activated FGFR1	rs152528, rs17369571, rs10748128, rs2121875, rs3805236, rs1458038
R-HSA-5654696	Downstream signaling of activated FGFR2	rs152528, rs2981579, rs1219648, rs2121875, rs4338740, rs10748128, rs17369571, rs3805236, rs1458038
R-HSA-5654708	Downstream signaling of activated FGFR3	rs10748128, rs3805236, rs1458038, rs152528
R-HSA-5654716	Downstream signaling of activated FGFR4	rs10748128, rs3805236, rs152528
R-HSA-113510	E2F mediated regulation of DNA replication	rs16991615, rs2277339, rs236114
R-HSA-199977	ER to Golgi Anterograde Transport	rs633715, rs7993214, rs12138950, rs3815148, rs2280543, rs10760706, rs12658202, rs11898505, rs183211, rs10913469, rs516636, rs7111341, rs910316, rs11602954, rs17030613, rs4906172, rs10994397, rs17608766, rs10761482, rs199533, rs454305, rs4948418
R-HSA-1236974	ER-Phagosome pathway	rs3129055, rs831571, rs13236689, rs2523608, rs2523809, rs9468925, rs4713693, rs2247056, rs10871454, rs10484554, rs13437082, rs2860580, rs9264942, rs9357155
R-HSA-162594	Early Phase of HIV Life Cycle	rs882300, rs1776897, rs7742369
R-HSA-391903	Eicosanoid ligand-binding receptors	rs4613763, rs4650608
R-HSA-211979	Eicosanoids	rs2108622
R-HSA-211976	Endogenous sterols	rs2899472, rs2305707, rs12188164
R-HSA-1236977	Endosomal/Vacuolar pathway	rs3129055, rs2523608, rs2523809, rs9468925, rs4713693, rs2247056, rs10484554, rs13437082, rs2860580, rs9264942
R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	
R-HSA-379398	Enzymatic degradation of Dopamine by monoamine oxidase	rs3027409
R-HSA-379397	Enzymatic degradation of dopamine by COMT	rs3027409
R-HSA-193144	Estrogen biosynthesis	rs2899472, rs2305707
R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	rs4294134, rs12199222
R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	rs831571, rs9357155
R-HSA-190242	FGFR1 ligand binding and activation	rs1458038, rs2121875, rs152528, rs17369571
R-HSA-1839124	FGFR1 mutant receptor activation	rs152528, rs1874326, rs5751614, rs2301436, rs1458038, rs744166
R-HSA-6803529	FGFR2 alternative splicing	rs6761
R-HSA-190241	FGFR2 ligand binding and activation	rs152528, rs17369571, rs2981579, rs1219648, rs2121875, rs1458038, rs4338740
R-HSA-1839126	FGFR2 mutant receptor activation	rs152528, rs17369571, rs6761, rs2981579, rs1219648, rs2121875, rs1458038, rs4338740
R-HSA-190239	FGFR3 ligand binding and activation	rs1458038, rs152528, rs6710518
R-HSA-190322	FGFR4 ligand binding and activation	rs152528
R-HSA-1839128	FGFR4 mutant receptor activation	
R-HSA-5658623	FGFRL1 modulation of FGFR1 signaling	rs1458038, rs2121875, rs1876518, rs17369571
R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	rs2038256, rs744910, rs2153960, rs9480865, rs3807989, rs2755237, rs1321311
R-HSA-9614657	FOXO-mediated transcription of cell death genes	rs2755237, rs3764640, rs2153960, rs9480865
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	rs7111341, rs744910, rs2153960, rs11868035, rs730497, rs2755237, rs4607517, rs8028182, rs9480865, rs3757840, rs4660531
R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	rs1869901, rs6118083, rs11880198, rs6056209
R-HSA-211935	Fatty acids	rs2108622
R-HSA-390450	Folding of actin by CCT/TriC	
R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	rs10946808, rs1776897, rs12424086, rs8756, rs7742369, rs7979673
R-HSA-72689	Formation of a pool of free 40S subunits	rs10507380, rs12420464, rs16892766, rs12580100, rs6604026, rs2280401
R-HSA-173599	Formation of the active cofactor, UDP-glucuronate	
R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex	rs16892766, rs12580100, rs12420464, rs2280401
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	
R-HSA-444209	Free fatty acid receptors	
R-HSA-168270	Fusion and Uncoating of the Influenza Virion	
R-HSA-8964315	G beta:gamma signalling through BTK	rs291353
R-HSA-8964616	G beta:gamma signalling through CDC42	rs291353
R-HSA-392451	G beta:gamma signalling through PI3Kgamma	rs4132509, rs291353
R-HSA-418217	G beta:gamma signalling through PLC beta	rs291353, rs1869901, rs6118083, rs6056209
R-HSA-69205	G1/S-Specific Transcription	rs837763, rs8102137
R-HSA-977442	GABA A (rho) receptor activation	rs12201676
R-HSA-977441	GABA A receptor activation	rs8043440
R-HSA-977444	GABA B receptor activation	rs291353, rs8079702, rs2601828, rs263238, rs2877716, rs4640244, rs29232
R-HSA-888568	GABA synthesis	
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	rs10507380, rs12420464, rs16892766, rs12580100, rs6604026, rs2280401
R-HSA-159740	Gamma-carboxylation of protein precursors	
R-HSA-190861	Gap junction assembly	rs11154022
R-HSA-190873	Gap junction degradation	rs2502731, rs11154022
R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	rs495366, rs3889237, rs11979158, rs2283792
R-HSA-420092	Glucagon-type ligand receptors	rs291353, rs11671664
R-HSA-194002	Glucocorticoid biosynthesis	rs17115100
R-HSA-174403	Glutathione synthesis and recycling	rs5751901
R-HSA-6814848	Glycerophospholipid catabolism	
R-HSA-3858516	Glycogen storage disease type 0 (liver GYS2)	
R-HSA-3828062	Glycogen storage disease type 0 (muscle GYS1)	
R-HSA-5357609	Glycogen storage disease type II (GAA)	
R-HSA-3878781	Glycogen storage disease type IV (GBE1)	
R-HSA-3274531	Glycogen storage disease type Ia (G6PC)	
R-HSA-3229133	Glycogen storage disease type Ib (SLC37A4)	
R-HSA-3814836	Glycogen storage disease type XV (GYG1)	
R-HSA-432722	Golgi Associated Vesicle Biogenesis	rs536841, rs1755289, rs3851179, rs1564282, rs6917747, rs1413885, rs10810865
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	rs4668356, rs2283792
R-HSA-5685942	HDR through Homologous Recombination (HRR)	rs4809324, rs6010620, rs2244012, rs999737, rs2718812, rs11661542, rs3768716, rs911263, rs690705, rs1956529, rs6435862, rs730566, rs420259, rs1801516
R-HSA-5685938	HDR through Single Strand Annealing (SSA)	rs2244012, rs2718812, rs11661542, rs3768716, rs3136202, rs690705, rs6435862, rs730566, rs2113334, rs1801516
R-HSA-2022928	HS-GAG biosynthesis	rs1574192, rs9523762, rs16946160, rs2352028, rs10521232, rs3848445, rs1008953, rs2038823, rs8002779
R-HSA-2024096	HS-GAG degradation	rs1574192, rs2352028, rs530501, rs9523762, rs1008953, rs16946160, rs8002779
R-HSA-375281	Hormone ligand-binding receptors	rs12101261, rs7591064, rs8017455, rs13405728, rs2268363, rs17111394
R-HSA-2142850	Hyaluronan biosynthesis and export	rs8047014
R-HSA-2160916	Hyaluronan uptake and degradation	rs7306642
R-HSA-1483115	Hydrolysis of LPC	
R-HSA-1483152	Hydrolysis of LPE	
R-HSA-3296197	Hydroxycarboxylic acid-binding receptors	
R-HSA-6788467	IL-6-type cytokine receptor ligand interactions	rs12720356, rs10758669, rs1126757, rs280519
R-HSA-1606341	IRF3 mediated activation of type 1 IFN	rs2073145
R-HSA-3270619	IRF3-mediated induction of type I IFN	rs1772408
R-HSA-74713	IRS activation	rs7111341, rs12540874, rs891088, rs2115386, rs7578326, rs2943641
R-HSA-112399	IRS-mediated signalling	rs152528, rs2981579, rs1219648, rs2121875, rs7578326, rs4338740, rs2943641, rs6051520, rs10748128, rs17369571, rs3805236, rs1458038
R-HSA-2428928	IRS-related events triggered by IGF1R	rs152528, rs2981579, rs1219648, rs2121875, rs7578326, rs4338740, rs2943641, rs6051520, rs10748128, rs17369571, rs5742692, rs1004446, rs3805236, rs1458038
R-HSA-1169408	ISG15 antiviral mechanism	rs4294134, rs45430, rs12199222
R-HSA-141430	Inactivation of APC/C via direct inhibition of the APC/C complex	rs16912145, rs1493682
R-HSA-168273	Influenza Viral RNA Transcription and Replication	rs10507380, rs6761, rs4294134, rs12580100, rs6604026, rs2280401, rs12199222
R-HSA-168277	Influenza Virus Induced Apoptosis	
R-HSA-5638303	Inhibition of Signaling by Overexpressed EGFR	rs454305, rs11979158, rs1350666
R-HSA-8854521	Interaction between PHLDA1 and AURKA	
R-HSA-177243	Interactions of Rev with host cellular proteins	rs4294134, rs12199222
R-HSA-176034	Interactions of Tat with host cellular proteins	
R-HSA-176033	Interactions of Vpr with host cellular proteins	rs4294134, rs1776897, rs7742369, rs12199222
R-HSA-912526	Interleukin receptor SHC signaling	rs12251307, rs706779, rs2104286, rs2075726, rs10758669, rs2284033, rs7911500, rs3118470, rs4143832, rs7090512
R-HSA-448706	Interleukin-1 processing	rs7665090
R-HSA-9020702	Interleukin-1 signaling	rs831571, rs7626795, rs9290936, rs2413583, rs8016947, rs2310173, rs2076756, rs968451, rs9302752, rs40457, rs5743289, rs398652, rs9357155, rs2070600, rs7665090, rs7209435, rs11618202
R-HSA-9020591	Interleukin-12 signaling	rs10045431, rs12720356, rs6441286, rs7574865, rs2084385, rs17810546, rs3821236, rs485499, rs4636294, rs7023329, rs2546890, rs3024505, rs280519, rs10758669, rs3790567, rs17030613, rs3213094
R-HSA-8983432	Interleukin-15 signaling	rs744166, rs2284033
R-HSA-9012546	Interleukin-18 signaling	rs1295686, rs3771166, rs20541
R-HSA-9020558	Interleukin-2 signaling	rs12251307, rs290986, rs7090512, rs2284033, rs706779, rs2104286, rs7911500, rs3118470
R-HSA-9020958	Interleukin-21 signaling	rs3821236, rs744166, rs7574865
R-HSA-9020933	Interleukin-23 signaling	rs10045431, rs12720356, rs3821236, rs7574865, rs10889677, rs2201841, rs11209026, rs10758669, rs7517847, rs280519, rs2546890, rs11465804, rs3213094, rs744166
R-HSA-9020956	Interleukin-27 signaling	rs12720356, rs4788084, rs10758669, rs744166, rs280519
R-HSA-9014843	Interleukin-33 signaling	rs7626795, rs9290936, rs1342326, rs1420101
R-HSA-8984722	Interleukin-35 Signalling	rs12720356, rs6441286, rs485499, rs17810546, rs3821236, rs7574865, rs10758669, rs280519, rs3790567, rs744166
R-HSA-9014826	Interleukin-36 pathway	rs6761276, rs7626795, rs9290936
R-HSA-9008059	Interleukin-37 signaling	rs744910, rs3771166, rs744166, rs1893217
R-HSA-9007892	Interleukin-38 signaling	rs6761276
R-HSA-1059683	Interleukin-6 signaling	rs4129267, rs12720356, rs4537545, rs10758669, rs744166, rs280519
R-HSA-8985947	Interleukin-9 signaling	rs744166
R-HSA-451306	Ionotropic activity of kainate receptors	rs8099939, rs12797755, rs363512, rs517811, rs16868941, rs12207601
R-HSA-2022854	Keratan sulfate biosynthesis	rs10438933, rs10865331, rs11220462, rs2236653
R-HSA-2022857	Keratan sulfate degradation	
R-HSA-162599	Late Phase of HIV Life Cycle	rs4294134, rs2978263, rs6761, rs12199222
R-HSA-2046105	Linoleic acid (LA) metabolism	rs174546, rs3734398, rs174570, rs1535
R-HSA-2644607	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	
R-HSA-432720	Lysosome Vesicle Biogenesis	rs2281680, rs903027, rs1755289, rs1413885, rs10810865
R-HSA-419408	Lysosphingolipid and LPA receptors	rs1983853
R-HSA-5674135	MAP2K and MAPK activation	rs4767631, rs10444502, rs786870, rs1378942, rs6056, rs2283792
R-HSA-112411	MAPK1 (ERK2) activation	rs4129267, rs12720356, rs4537545, rs10758669, rs2283792, rs280519
R-HSA-110056	MAPK3 (ERK1) activation	rs4129267, rs12720356, rs4537545, rs10758669, rs280519
R-HSA-2465910	MASTL Facilitates Mitotic Progression	
R-HSA-9022699	MECP2 regulates neuronal receptors and channels	rs4764043, rs10243024, rs8028182, rs4764039, rs2160519
R-HSA-9022707	MECP2 regulates transcription factors	rs1366594, rs6500818
R-HSA-9022927	MECP2 regulates transcription of genes involved in GABA signaling	
R-HSA-9022702	MECP2 regulates transcription of neuronal ligands	rs8028182, rs6265
R-HSA-8874081	MET activates PTK2 signaling	rs2275215, rs525410, rs2158836, rs7044529, rs10243024, rs441051, rs4925386, rs946053, rs10874639
R-HSA-8875555	MET activates RAP1 and RAC1	rs10243024, rs3805236, rs10889353, rs1167998
R-HSA-8875513	MET interacts with TNS proteins	rs10243024
R-HSA-2206302	MPS I - Hurler syndrome	
R-HSA-2206296	MPS II - Hunter syndrome	rs530501
R-HSA-2206307	MPS IIIA - Sanfilippo syndrome A	
R-HSA-2206282	MPS IIIB - Sanfilippo syndrome B	
R-HSA-2206291	MPS IIIC - Sanfilippo syndrome C	
R-HSA-2206305	MPS IIID - Sanfilippo syndrome D	
R-HSA-2206290	MPS IV - Morquio syndrome A	
R-HSA-2206308	MPS IV - Morquio syndrome B	
R-HSA-2206280	MPS IX - Natowicz syndrome	
R-HSA-2206285	MPS VI - Maroteaux-Lamy syndrome	rs337847
R-HSA-2206292	MPS VII - Sly syndrome	
R-HSA-380612	Metabolism of serotonin	rs3027409
R-HSA-193993	Mineralocorticoid biosynthesis	
R-HSA-211958	Miscellaneous substrates	rs2108622
R-HSA-68882	Mitotic Anaphase	rs831571, rs2312147, rs11158493, rs1007738, rs4906172, rs16912145, rs1493682, rs438034, rs990324, rs2431697, rs9357155
R-HSA-68881	Mitotic Metaphase/Anaphase Transition	
R-HSA-1222449	Mtb iron assimilation by chelation	
R-HSA-975871	MyD88 cascade initiated on plasma membrane	rs2413583, rs8016947, rs2076756, rs1366594, rs968451, rs9302752, rs2070600, rs2283792, rs17291650, rs40457, rs4601609, rs398652, rs5743289, rs889312, rs7665090, rs16886165, rs11618202
R-HSA-975155	MyD88 dependent cascade initiated on endosome	rs2413583, rs8016947, rs2076756, rs1366594, rs968451, rs9302752, rs2070600, rs2283792, rs17291650, rs40457, rs4601609, rs398652, rs5743289, rs889312, rs7665090, rs16886165, rs11618202
R-HSA-166166	MyD88-independent TLR4 cascade	rs2413583, rs8016947, rs2076756, rs1366594, rs968451, rs9302752, rs2283792, rs10133111, rs16912145, rs40457, rs4601609, rs17291650, rs5743289, rs2070600, rs7665090, rs11618202
R-HSA-3785653	Myoclonic epilepsy of Lafora	
R-HSA-975576	N-glycan antennae elongation in the medial/trans-Golgi	rs10483776, rs8007846, rs2236653, rs10438933, rs10937275, rs11220462, rs16861329, rs7159888
R-HSA-964739	N-glycan trimming and elongation in the cis-Golgi	rs655601
R-HSA-205025	NADE modulates death signalling	
R-HSA-209560	NF-kB is activated and signals survival	rs7665090, rs8016947
R-HSA-167060	NGF processing	rs2842483, rs10512049, rs7561273
R-HSA-193648	NRAGE signals death through JNK	rs11842874, rs1354034, rs3780792, rs477895, rs12344583, rs6063312, rs2062583
R-HSA-205043	NRIF signals cell death from the nucleus	
R-HSA-168276	NS1 Mediated Effects on Host Pathways	rs4294134, rs12199222
R-HSA-9025046	NTF3 activates NTRK2 (TRKB) signaling	
R-HSA-9034013	NTF3 activates NTRK3 signaling	rs9806762
R-HSA-9026357	NTF4 activates NTRK2 (TRKB) signaling	
R-HSA-9603505	NTRK3 as a dependence receptor	rs9806762
R-HSA-420597	Nectin/Necl  trans heterodimerization	rs7255066, rs1474747, rs10489849
R-HSA-5654726	Negative regulation of FGFR1 signaling	rs534870, rs17369571, rs152528, rs10748128, rs2121875, rs1458038, rs2283792, rs9574565
R-HSA-5654727	Negative regulation of FGFR2 signaling	rs152528, rs2981579, rs1219648, rs2121875, rs2283792, rs4338740, rs534870, rs17369571, rs10748128, rs1458038, rs9574565
R-HSA-5654732	Negative regulation of FGFR3 signaling	rs534870, rs152528, rs10748128, rs1458038, rs2283792, rs9574565
R-HSA-5654733	Negative regulation of FGFR4 signaling	rs534870, rs152528, rs10748128, rs2283792, rs9574565
R-HSA-5675221	Negative regulation of MAPK pathway	rs6687758, rs6691170, rs11065987, rs11158493, rs5945326, rs2283792
R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission	rs4764043, rs3885683, rs9303401, rs4764039, rs1127065, rs10501570, rs2160519, rs17148090, rs10491334, rs10898392
R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	rs987237, rs29941, rs9923451, rs2859631
R-HSA-197264	Nicotinamide salvaging	rs2847476
R-HSA-9017802	Noncanonical activation of NOTCH3	
R-HSA-2980766	Nuclear Envelope Breakdown	rs2312147, rs3889237, rs4294134, rs2807580, rs10460009, rs12199222
R-HSA-198725	Nuclear Events (kinase and transcription factor activation)	rs1366594, rs17291650, rs2283792
R-HSA-418038	Nucleotide-like (purinergic) receptors	
R-HSA-8983711	OAS antiviral response	
R-HSA-381753	Olfactory Signaling Pathway	rs1497546, rs4481887, rs1397048, rs7927370, rs6687840
R-HSA-111885	Opioid Signalling	rs6056209, rs263238, rs1127065, rs1869901, rs7798500, rs10052657, rs10491334, rs758642, rs2877716, rs1823068, rs2306677, rs291353, rs1588265, rs13224682, rs2659546, rs702543, rs999943, rs2283792, rs6118083, rs3889237, rs2601828, rs10493389
R-HSA-561048	Organic anion transport	rs2078267, rs505802
